word,V/C Ratio,S-Score,ULetters
steel,0.67,5,4
stein,0.67,5,5
birrs,0.25,7,4
vaped,0.67,11,5
hoves,0.67,11,5
taxis,0.67,12,5
tians,0.67,5,5
pallu,0.67,7,4
wipes,0.67,10,5
cleck,0.25,13,4
mirrs,0.25,7,4
valis,0.67,8,5
impot,0.67,9,5
males,0.67,7,5
ached,0.67,11,5
wroke,0.67,12,5
ports,0.25,7,5
pulks,0.25,11,5
lacey,0.67,10,5
illth,0.25,8,4
titar,0.67,5,4
biose,1.5,7,5
gadid,0.67,8,4
honks,0.25,12,5
plomb,0.25,11,5
puros,0.67,7,5
gyros,0.25,9,5
rhymy,0.0,16,4
biali,1.5,7,4
great,0.67,6,5
peaty,0.67,10,5
sizar,0.67,14,5
aceta,1.5,7,4
clems,0.25,9,5
cuddy,0.25,12,4
sithe,0.67,8,5
chelp,0.25,12,5
gerah,0.67,9,5
mysie,0.67,10,5
besat,0.67,7,5
sagas,0.67,6,3
nakfa,0.67,12,4
zarfs,0.25,17,5
cobza,0.67,18,5
fixit,0.67,15,4
pocho,0.67,12,4
maund,0.67,8,5
dalts,0.25,6,5
start,0.25,5,4
reoil,1.5,5,5
fiord,0.67,9,5
gotch,0.25,11,5
doled,0.67,7,4
lints,0.25,5,5
lifes,0.67,8,5
nurts,0.25,5,5
stain,0.67,5,5
villa,0.67,8,4
curat,0.67,7,5
diact,0.67,8,5
oribi,1.5,7,4
pouis,1.5,7,5
wuffs,0.25,14,4
leggo,0.67,7,4
nivel,0.67,8,5
narod,0.67,6,5
namus,0.67,7,5
munja,0.67,14,5
manul,0.67,7,5
fundo,0.67,9,5
thaws,0.25,11,5
plane,0.67,7,5
cocos,0.67,9,3
oumas,1.5,7,5
kheda,0.67,13,5
dryer,0.25,9,4
sells,0.25,5,3
jugal,0.67,13,5
razed,0.67,15,5
annal,0.67,5,3
peals,0.67,7,5
dumky,0.25,15,5
shiok,0.67,12,5
yapps,0.25,12,4
maced,0.67,10,5
unleg,0.67,6,5
queer,1.5,14,4
nacho,0.67,10,5
uplit,0.67,7,5
cater,0.67,7,5
pinon,0.67,7,4
quant,0.67,14,5
ridic,0.67,8,4
taupe,1.5,7,5
mihas,0.67,10,5
torus,0.67,5,5
savoy,0.67,11,5
sodas,0.67,6,4
realo,1.5,5,5
sials,0.67,5,4
gaddi,0.67,8,4
arsey,0.67,8,5
andro,0.67,6,5
aredd,0.67,7,4
poaka,1.5,11,4
blast,0.25,7,5
orcin,0.67,7,5
dirty,0.25,9,5
twine,0.67,8,5
loins,0.67,5,5
testy,0.25,8,4
inust,0.67,5,5
gater,0.67,6,5
raxed,0.67,13,5
sloyd,0.25,9,5
riant,0.67,5,5
litai,1.5,5,4
acidy,0.67,11,5
mudge,0.67,9,5
typed,0.25,11,5
styli,0.25,8,5
sokol,0.67,9,4
hangs,0.25,9,5
psoae,1.5,7,5
ladoo,1.5,6,4
glime,0.67,8,5
serre,0.67,5,3
sauna,1.5,5,4
tahrs,0.25,8,5
looie,4.0,5,4
cella,0.67,7,4
kaury,0.67,12,5
pyrex,0.25,17,5
vespa,0.67,10,5
pavie,1.5,10,5
claws,0.25,10,5
neato,1.5,5,5
fitch,0.25,13,5
email,1.5,7,5
emcee,1.5,9,3
kebob,0.67,13,4
loges,0.67,6,5
intis,0.67,5,4
fanos,0.67,8,5
warns,0.25,8,5
bawdy,0.25,14,5
belch,0.25,12,5
crone,0.67,7,5
amaro,1.5,7,4
skids,0.25,10,4
pyuff,0.25,16,4
sprod,0.25,8,5
luted,0.67,6,5
shule,0.67,8,5
lotic,0.67,7,5
doole,1.5,6,4
pleck,0.25,13,5
snead,0.67,6,5
makos,0.67,11,5
raine,1.5,5,5
maron,0.67,7,5
jeffs,0.25,18,4
mowed,0.67,11,5
yauld,0.67,9,5
evens,0.67,8,4
privy,0.25,13,5
pruno,0.67,7,5
daddy,0.25,11,3
dowar,0.67,9,5
akker,0.67,13,4
gulps,0.25,8,5
ummah,0.67,12,4
raphe,0.67,10,5
kasme,0.67,11,5
domed,0.67,9,4
meeja,1.5,14,4
flore,0.67,8,5
cital,0.67,7,5
glens,0.25,6,5
brawl,0.25,10,5
gliff,0.25,12,4
adman,0.67,8,4
pyral,0.25,10,5
tolls,0.25,5,4
ivies,1.5,8,4
veuve,1.5,11,3
manie,1.5,7,5
knurl,0.25,9,5
gamme,0.67,10,4
terns,0.25,5,5
cuffo,0.67,13,4
inked,0.67,10,5
sabed,0.67,8,5
paipe,1.5,9,4
palet,0.67,7,5
quire,1.5,14,5
powin,0.67,10,5
cills,0.25,7,4
fussy,0.25,11,4
goony,0.67,9,4
yites,0.67,8,5
alces,0.67,7,5
yogin,0.67,9,5
calks,0.25,11,5
tawie,1.5,8,5
roupy,0.67,10,5
serif,0.67,8,5
boogy,0.67,11,4
frabs,0.25,10,5
knags,0.25,10,5
alway,0.67,11,4
moner,0.67,7,5
chime,0.67,12,5
tappa,0.67,9,3
shogs,0.25,9,4
grone,0.67,6,5
omega,1.5,8,5
kisan,0.67,9,5
gests,0.25,6,4
eolid,1.5,6,5
baffy,0.25,16,4
zambo,0.67,18,5
abaht,0.67,10,4
hadal,0.67,9,4
ligne,0.67,6,5
orach,0.67,10,5
repla,0.67,7,5
huies,1.5,8,5
ranis,0.67,5,5
spald,0.25,8,5
stums,0.25,7,4
stags,0.25,6,4
godly,0.25,10,5
slack,0.25,11,5
fezes,0.67,17,4
bries,0.67,7,5
pekea,1.5,11,4
natal,0.67,5,4
gulfs,0.25,9,5
bints,0.25,7,5
noshi,0.67,8,5
white,0.67,11,5
meant,0.67,7,5
kight,0.25,13,5
reked,0.67,10,4
mousy,0.67,10,5
pawas,0.67,10,4
okras,0.67,9,5
spank,0.25,11,5
globy,0.25,11,5
saunt,0.67,5,5
kyudo,0.67,13,5
ridgy,0.25,10,5
vices,0.67,10,5
shove,0.67,11,5
spics,0.25,9,4
spiry,0.25,10,5
jests,0.25,12,4
progs,0.25,8,5
warre,0.67,8,4
rubel,0.67,7,5
footy,0.67,11,4
flags,0.25,9,5
agria,1.5,6,4
skyfs,0.0,15,4
laded,0.67,7,4
flota,0.67,8,5
stage,0.67,6,5
aspen,0.67,7,5
nares,0.67,5,5
yulan,0.67,8,5
kajal,0.67,16,4
ungot,0.67,6,5
frets,0.25,8,5
curvy,0.25,13,5
skofs,0.25,12,4
lurks,0.25,9,5
japan,0.67,14,4
pinto,0.67,7,5
winey,0.67,11,5
arras,0.67,5,3
opsin,0.67,7,5
kembs,0.25,13,5
lunas,0.67,5,5
atria,1.5,5,4
flowy,0.25,14,5
situp,0.67,7,5
tepas,0.67,7,5
katas,0.67,9,4
boysy,0.25,13,4
howks,0.25,15,5
hitch,0.25,13,4
jeely,0.67,15,4
predy,0.25,11,5
doric,0.67,8,5
liver,0.67,8,5
reffo,0.67,11,4
porin,0.67,7,5
fleer,0.67,8,4
coble,0.67,9,5
sibia,1.5,7,4
feces,0.67,10,4
resat,0.67,5,5
profs,0.25,10,5
grody,0.25,10,5
scags,0.25,8,4
hello,0.67,8,4
immew,0.67,12,4
fatal,0.67,8,4
ruban,0.67,7,5
sonse,0.67,5,4
queem,1.5,16,4
fires,0.67,8,5
botes,0.67,7,5
flegs,0.25,9,5
quino,1.5,14,5
sasin,0.67,5,4
hiply,0.25,13,5
berks,0.25,11,5
pinch,0.25,12,5
chirk,0.25,14,5
pawky,0.25,17,5
malls,0.25,7,4
fisty,0.25,11,5
mains,0.67,7,5
baldy,0.25,11,5
liter,0.67,5,5
genie,1.5,6,4
lobus,0.67,7,5
arval,0.67,8,4
mumbo,0.67,11,4
vodou,1.5,9,4
bowet,0.67,10,5
ricey,0.67,10,5
eppie,1.5,9,3
corny,0.25,10,5
fated,0.67,9,5
utero,1.5,5,5
goosy,0.67,9,4
belve,0.67,10,4
bream,0.67,9,5
ummas,0.67,9,4
jacet,0.67,14,5
demur,0.67,8,5
chara,0.67,10,4
turfy,0.25,11,5
stack,0.25,11,5
togas,0.67,6,5
mards,0.25,8,5
hongi,0.67,9,5
toise,1.5,5,5
kapha,0.67,14,4
crare,0.67,7,4
cadge,0.67,9,5
beefs,0.67,10,4
grosz,0.25,15,5
meuse,1.5,7,4
umber,0.67,9,5
moted,0.67,8,5
titty,0.25,8,3
hight,0.25,12,4
lemes,0.67,7,4
wheft,0.25,14,5
smout,0.67,7,5
furrs,0.25,8,4
yeven,0.67,11,4
glede,0.67,7,4
alvar,0.67,8,4
baiks,0.67,11,5
pants,0.25,7,5
capiz,0.67,18,5
uneth,0.67,8,5
stoma,0.67,7,5
nimps,0.25,9,5
renne,0.67,5,3
fazes,0.67,17,5
sexts,0.25,12,4
sayon,0.67,8,5
docht,0.25,11,5
nowty,0.25,11,5
piles,0.67,7,5
fuero,1.5,8,5
clomp,0.25,11,5
untie,1.5,5,5
vised,0.67,9,5
pyned,0.25,11,5
horah,0.67,11,4
tragu,0.67,6,5
tilly,0.25,8,4
waurs,0.67,8,5
morna,0.67,7,5
exite,1.5,12,4
ngoni,0.67,6,4
repay,0.67,10,5
mesas,0.67,7,4
mieve,1.5,10,4
leans,0.67,5,5
uhuru,1.5,8,3
linds,0.25,6,5
leman,0.67,7,5
starn,0.25,5,5
mulct,0.25,9,5
soled,0.67,6,5
anvil,0.67,8,5
giros,0.67,6,5
nulls,0.25,5,4
sonic,0.67,7,5
sweat,0.67,8,5
omlah,0.67,10,5
rivas,0.67,8,5
stall,0.25,5,4
circa,0.67,9,4
lynch,0.0,13,5
carap,0.67,9,4
cloye,0.67,10,5
pouch,0.67,12,5
doffs,0.25,12,4
woody,0.67,12,4
pomme,0.67,11,4
quiff,0.67,20,4
hoers,0.67,8,5
lated,0.67,6,5
wangs,0.25,9,5
neals,0.67,5,5
porno,0.67,7,4
rangs,0.25,6,5
meats,0.67,7,5
clach,0.25,12,4
peevo,1.5,10,4
roary,0.67,8,4
misos,0.67,7,4
towno,0.67,8,4
views,0.67,11,5
wides,0.67,9,5
sodic,0.67,8,5
atomy,0.67,10,5
grike,0.67,10,5
naped,0.67,8,5
sacre,0.67,7,5
trump,0.25,9,5
pilin,0.67,7,4
pudor,0.67,8,5
dicks,0.25,12,5
fetal,0.67,8,5
zaida,1.5,15,4
rumps,0.25,9,5
puked,0.67,12,5
hilch,0.25,13,4
lepid,0.67,8,5
maums,0.67,9,4
gasts,0.25,6,4
wrote,0.67,8,5
hepar,0.67,10,5
coure,1.5,7,5
oarer,1.5,5,4
ogham,0.67,11,5
refry,0.25,11,4
shewn,0.25,11,5
blubs,0.25,9,4
rozit,0.67,14,5
iodid,1.5,7,3
chook,0.67,14,4
aidos,1.5,6,5
slows,0.25,8,4
eiron,1.5,5,5
keyer,0.67,12,4
timer,0.67,7,5
tweak,0.67,12,5
vitas,0.67,8,5
varas,0.67,8,4
shuba,0.67,10,5
semis,0.67,7,4
gramp,0.25,10,5
ocher,0.67,10,5
scart,0.25,7,5
doabs,0.67,8,5
regle,0.67,6,4
hurts,0.25,8,5
musts,0.25,7,4
singe,0.67,6,5
reggo,0.67,7,4
pavin,0.67,10,5
stunk,0.25,9,5
peeks,0.67,11,4
sused,0.67,6,4
rubio,1.5,7,5
piper,0.67,9,4
bride,0.67,8,5
punce,0.67,9,5
feals,0.67,8,5
dwarf,0.25,12,5
nitre,0.67,5,5
eight,0.67,9,5
gript,0.25,8,5
dexes,0.67,13,4
altos,0.67,5,5
beaux,1.5,14,5
bundu,0.67,8,4
tates,0.67,5,4
fools,0.67,8,4
randy,0.25,9,5
locus,0.67,7,5
diana,1.5,6,4
bling,0.25,8,5
farcy,0.25,13,5
libel,0.67,7,4
amowt,0.67,10,5
staws,0.25,8,4
tutes,0.67,5,4
soots,0.67,5,3
trend,0.25,6,5
benet,0.67,7,4
soces,0.67,7,4
snack,0.25,11,5
ciels,0.67,7,5
brast,0.25,7,5
dotty,0.25,9,4
knees,0.67,9,4
wrist,0.25,8,5
borgo,0.67,8,4
ofter,0.67,8,5
nages,0.67,6,5
colic,0.67,9,4
bunds,0.25,8,5
waide,1.5,9,5
sucks,0.25,11,4
piths,0.25,10,5
bomor,0.67,9,4
thunk,0.25,12,5
quota,1.5,14,5
dwams,0.25,11,5
milks,0.25,11,5
femme,0.67,12,3
namad,0.67,8,4
bices,0.67,9,5
bothy,0.25,13,5
oxims,0.67,14,5
acerb,0.67,9,5
strop,0.25,7,5
innit,0.67,5,3
dicht,0.25,11,5
tyler,0.25,8,5
spica,0.67,9,5
octli,0.67,7,5
borne,0.67,7,5
upter,0.67,7,5
educe,1.5,8,4
labia,1.5,7,4
forms,0.25,10,5
hakas,0.67,12,4
agaze,1.5,15,4
hills,0.25,8,4
limma,0.67,9,4
culti,0.67,7,5
below,0.67,10,5
typto,0.25,10,4
blimp,0.25,11,5
halwa,0.67,11,4
chaap,0.67,12,4
caves,0.67,10,5
video,1.5,9,5
fakir,0.67,12,5
coeds,0.67,8,5
arroz,0.67,14,4
doxed,0.67,14,4
sneed,0.67,6,4
hesps,0.25,10,4
buffa,0.67,13,4
garni,0.67,6,5
dulce,0.67,8,5
perdy,0.25,11,5
rigid,0.67,7,4
retag,0.67,6,5
mesic,0.67,9,5
civil,0.67,10,4
trued,0.67,6,5
dices,0.67,8,5
peony,0.67,10,5
kiore,1.5,9,5
zikrs,0.25,18,5
bided,0.67,9,4
askoi,1.5,9,5
undid,0.67,7,4
homme,0.67,12,4
drail,0.67,6,5
duply,0.25,11,5
didie,1.5,7,3
earns,0.67,5,5
cocky,0.25,16,4
hoper,0.67,10,5
kedgy,0.25,14,5
cones,0.67,7,5
leuch,0.67,10,5
pervy,0.25,13,5
carob,0.67,9,5
reify,0.67,11,5
rosin,0.67,5,5
tombo,0.67,9,4
subha,0.67,10,5
rufus,0.67,8,4
yuked,0.67,13,5
panel,0.67,7,5
munds,0.25,8,5
liane,1.5,5,5
prole,0.67,7,5
sheel,0.67,8,4
aloed,1.5,6,5
aruhe,1.5,8,5
inapt,0.67,7,5
meths,0.25,10,5
arene,1.5,5,4
genet,0.67,6,4
sways,0.25,11,4
badam,0.67,10,4
chuts,0.25,10,5
liked,0.67,10,5
splay,0.25,10,5
aviso,1.5,8,5
pains,0.67,7,5
roric,0.67,7,4
shops,0.25,10,4
gauzy,0.67,18,5
useta,1.5,5,5
truer,0.67,5,4
duans,0.67,6,5
pirrs,0.25,7,4
frush,0.25,11,5
ponto,0.67,7,4
basis,0.67,7,4
hakes,0.67,12,5
mangi,0.67,8,5
oxine,1.5,12,5
greek,0.67,10,4
dumbo,0.67,10,5
brads,0.25,8,5
durry,0.25,9,4
foils,0.67,8,5
clast,0.25,7,5
laden,0.67,6,5
upend,0.67,8,5
aunes,1.5,5,5
scans,0.25,7,4
unpot,0.67,7,5
naggy,0.25,10,4
caums,0.67,9,5
blore,0.67,7,5
pipul,0.67,9,4
drats,0.25,6,5
poyou,1.5,10,4
strak,0.25,9,5
soyle,0.67,8,5
sater,0.67,5,5
lyart,0.25,8,5
pumas,0.67,9,5
rakus,0.67,9,5
waled,0.67,9,5
moana,1.5,7,4
moils,0.67,7,5
nooks,0.67,9,4
sixer,0.67,12,5
nappa,0.67,9,3
flops,0.25,10,5
worky,0.25,15,5
loads,0.67,6,5
truth,0.25,8,4
graal,0.67,6,4
ocean,1.5,7,5
fnarr,0.25,8,4
glias,0.67,6,5
hooks,0.67,12,4
mungo,0.67,8,5
pacay,0.67,12,4
brane,0.67,7,5
sawah,0.67,11,4
pooty,0.67,10,4
lappa,0.67,9,3
pelus,0.67,7,5
dappy,0.25,13,4
strig,0.25,6,5
bench,0.25,12,5
raves,0.67,8,5
mivey,0.67,13,5
flake,0.67,12,5
thars,0.25,8,5
wares,0.67,8,5
zoner,0.67,14,5
retem,0.67,7,4
slots,0.25,5,4
scope,0.67,9,5
moose,1.5,7,4
imply,0.25,12,5
ebena,1.5,7,4
hathi,0.67,11,4
derma,0.67,8,5
tanna,0.67,5,3
peize,1.5,16,4
crura,0.67,7,4
hogoh,0.67,12,3
mealy,0.67,10,5
mutts,0.25,7,4
amino,1.5,7,5
woofs,0.67,11,4
poopy,0.67,12,3
trods,0.25,6,5
snipe,0.67,7,5
raias,1.5,5,4
bowse,0.67,10,5
coded,0.67,9,4
rared,0.67,6,4
clops,0.25,9,5
datos,0.67,6,5
sukis,0.67,9,4
icily,0.67,10,4
teste,0.67,5,3
roars,0.67,5,4
inarm,0.67,7,5
morph,0.25,12,5
rummy,0.25,12,4
fowls,0.25,11,5
gesso,0.67,6,4
turme,0.67,7,5
yeuky,0.67,15,4
under,0.67,6,5
toity,0.67,8,4
twite,0.67,8,4
abaya,1.5,10,3
shakt,0.25,12,5
sevak,0.67,12,5
dawns,0.25,9,5
chics,0.25,12,4
tehee,1.5,8,3
aleye,1.5,8,4
kited,0.67,10,5
snods,0.25,6,4
tanas,0.67,5,4
toros,0.67,5,4
fares,0.67,8,5
souks,0.67,9,4
papri,0.67,9,4
mongs,0.25,8,5
damar,0.67,8,4
ideal,1.5,6,5
flits,0.25,8,5
front,0.25,8,5
spumy,0.25,12,5
canto,0.67,7,5
kokum,0.67,15,4
renks,0.25,9,5
aucht,0.67,10,5
eggar,0.67,7,4
abaka,1.5,11,3
paiks,0.67,11,5
junco,0.67,14,5
jubas,0.67,14,5
homey,0.67,13,5
pedis,0.67,8,5
crepy,0.25,12,5
biros,0.67,7,5
halse,0.67,8,5
jagir,0.67,13,5
tikas,0.67,9,5
harsh,0.25,11,4
immix,0.67,16,3
rille,0.67,5,4
horde,0.67,9,5
bowat,0.67,10,5
hayle,0.67,11,5
chola,0.67,10,5
pareo,1.5,7,5
swoll,0.25,8,4
hansa,0.67,8,4
deffo,0.67,12,4
unpeg,0.67,8,5
abeam,1.5,9,4
malms,0.25,9,4
cabal,0.67,9,4
ditto,0.67,6,4
murra,0.67,7,4
steen,0.67,5,4
dusky,0.25,13,5
dukas,0.67,10,5
ouphs,0.67,10,5
doits,0.67,6,5
sposo,0.67,7,3
grovy,0.25,12,5
ionic,1.5,7,4
woman,0.67,10,5
civic,0.67,12,3
unary,0.67,8,5
heave,1.5,11,4
omdas,0.67,8,5
colls,0.25,7,4
pursy,0.25,10,5
noule,1.5,5,5
bitte,0.67,7,4
nabob,0.67,9,4
vigia,1.5,9,4
yolps,0.25,10,5
snore,0.67,5,5
mulse,0.67,7,5
elope,1.5,7,4
hurst,0.25,8,5
maril,0.67,7,5
fatly,0.25,11,5
ranty,0.25,8,5
shtik,0.25,12,5
femic,0.67,12,5
linin,0.67,5,3
pithy,0.25,13,5
flite,0.67,8,5
zincs,0.25,16,5
nouns,0.67,5,4
yales,0.67,8,5
negus,0.67,6,5
talks,0.25,9,5
reeky,0.67,12,4
ascot,0.67,7,5
okapi,1.5,11,5
lenis,0.67,5,5
dowle,0.67,9,5
moras,0.67,7,5
dusks,0.25,10,4
fames,0.67,10,5
gravs,0.25,9,5
rewed,0.67,9,4
nieve,1.5,8,4
tauty,0.67,8,4
toted,0.67,6,4
brand,0.25,8,5
ammon,0.67,9,4
iches,0.67,10,5
kipsy,0.25,14,5
satay,0.67,8,4
boozy,0.67,19,4
murgh,0.25,11,5
dweeb,0.67,11,4
impis,0.67,9,4
rotto,0.67,5,3
lerps,0.25,7,5
molla,0.67,7,4
quart,0.67,14,5
rooky,0.67,12,4
sheer,0.67,8,4
calve,0.67,10,5
safes,0.67,8,4
cooch,0.67,12,3
sekos,0.67,9,4
pohed,0.67,11,5
stork,0.25,9,5
potto,0.67,7,3
oleos,1.5,5,4
yaass,0.67,8,3
addle,0.67,7,4
pieds,0.67,8,5
maedi,1.5,8,5
sophy,0.25,13,5
holme,0.67,10,5
resue,1.5,5,4
lagan,0.67,6,4
scrub,0.25,9,5
polks,0.25,11,5
bedel,0.67,8,4
verba,0.67,10,5
quips,0.67,16,5
coons,0.67,7,4
mezzo,0.67,25,4
bousy,0.67,10,5
hexyl,0.25,18,5
crush,0.25,10,5
mahwa,0.67,13,4
unfix,0.67,15,5
naval,0.67,8,4
imagy,0.67,11,5
rones,0.67,5,5
chufa,0.67,13,5
acted,0.67,8,5
hurds,0.25,9,5
mimic,0.67,11,3
merel,0.67,7,4
scuff,0.25,13,4
flyin,0.25,11,5
ossia,1.5,5,4
macer,0.67,9,5
fiked,0.67,13,5
balsa,0.67,7,4
palus,0.67,7,5
yirrs,0.25,8,4
shunt,0.25,8,5
mouch,0.67,12,5
sawed,0.67,9,5
clade,0.67,8,5
gaits,0.67,6,5
dusty,0.25,9,5
carbs,0.25,9,5
choke,0.67,14,5
mutti,0.67,7,4
wonts,0.25,8,5
gwine,0.67,9,5
brahs,0.25,10,5
tench,0.25,10,5
jucos,0.67,14,5
graft,0.25,9,5
masus,0.67,7,4
check,0.25,16,4
shear,0.67,8,5
eyrir,0.67,8,4
twins,0.25,8,5
bogan,0.67,8,5
shush,0.25,11,3
merch,0.25,12,5
caste,0.67,7,5
wises,0.67,8,4
sibyl,0.25,10,5
oaker,1.5,9,5
arsis,0.67,5,4
melos,0.67,7,5
regma,0.67,8,5
meloe,1.5,7,4
talas,0.67,5,4
leary,0.67,8,5
aglus,0.67,6,5
derig,0.67,7,5
foody,0.67,12,4
julia,1.5,12,5
sappy,0.25,12,4
jarul,0.67,12,5
apple,0.67,9,4
scars,0.25,7,4
agene,1.5,6,4
jolls,0.25,12,4
gaucy,0.67,11,5
still,0.25,5,4
fonda,0.67,9,5
paddo,0.67,9,4
holes,0.67,8,5
grues,0.67,6,5
aguna,1.5,6,4
shaka,0.67,12,4
krump,0.25,13,5
comet,0.67,9,5
plank,0.25,11,5
spell,0.25,7,4
cetyl,0.25,10,5
kaons,0.67,9,5
jelab,0.67,14,5
cists,0.25,7,4
tolar,0.67,5,5
limed,0.67,8,5
dryas,0.25,9,5
pizer,0.67,16,5
nabam,0.67,9,4
sucky,0.25,14,5
untin,0.67,5,4
unsee,1.5,5,4
blatt,0.25,7,4
purdy,0.25,11,5
slats,0.25,5,4
heugh,0.67,12,4
heard,0.67,9,5
forex,0.67,15,5
abram,0.67,9,4
racer,0.67,7,4
tinto,0.67,5,4
revie,1.5,8,4
scopa,0.67,9,5
lurex,0.67,12,5
junky,0.25,19,5
botts,0.25,7,4
spool,0.67,7,4
ydred,0.25,10,4
ottar,0.67,5,4
adult,0.67,6,5
theft,0.25,11,4
louma,1.5,7,5
steds,0.25,6,4
canti,0.67,7,5
gurns,0.25,6,5
human,0.67,10,5
lemme,0.67,9,3
greys,0.25,9,5
macle,0.67,9,5
teaze,1.5,14,4
roble,0.67,7,5
cides,0.67,8,5
gosht,0.25,9,5
eject,0.67,14,4
quops,0.67,16,5
enure,1.5,5,4
nougs,0.67,6,5
hests,0.25,8,4
pense,0.67,7,4
raser,0.67,5,4
reeks,0.67,9,4
cares,0.67,7,5
buggy,0.25,12,4
moais,1.5,7,5
plant,0.25,7,5
shoal,0.67,8,5
emacs,0.67,9,5
posol,0.67,7,4
venom,0.67,10,5
empts,0.25,9,5
binit,0.67,7,4
woops,0.67,10,4
crepe,0.67,9,4
trois,0.67,5,5
withs,0.25,11,5
expel,0.67,14,4
sorus,0.67,5,4
muton,0.67,7,5
kibes,0.67,11,5
thous,0.67,8,5
alloy,0.67,8,4
quark,0.67,18,5
yedes,0.67,9,4
froth,0.25,11,5
kazoo,1.5,18,4
ruchy,0.25,13,5
cerci,0.67,9,4
truck,0.25,11,5
spesh,0.25,10,4
exing,0.67,13,5
desse,0.67,6,3
imshy,0.25,13,5
share,0.67,8,5
nmoli,0.67,7,5
melon,0.67,7,5
carer,0.67,7,4
monic,0.67,9,5
ceiba,1.5,9,5
whups,0.25,13,5
tests,0.25,5,3
synch,0.0,13,5
orbed,0.67,8,5
pages,0.67,8,5
ethos,0.67,8,5
acold,0.67,8,5
arede,1.5,6,4
owled,0.67,9,5
sibbs,0.25,9,3
homer,0.67,10,5
aeger,1.5,6,4
poets,0.67,7,5
powlt,0.25,10,5
daine,1.5,6,5
taxor,0.67,12,5
neeze,1.5,14,3
saser,0.67,5,4
flaky,0.25,15,5
tachs,0.25,10,5
effer,0.67,11,3
vapid,0.67,11,5
moola,1.5,7,4
mussy,0.25,10,4
gasps,0.25,8,4
parcs,0.25,9,5
rebid,0.67,8,5
third,0.25,9,5
exurb,0.67,14,5
pipes,0.67,9,4
vinew,0.67,11,5
whims,0.25,13,5
temes,0.67,7,4
worry,0.25,11,4
epene,1.5,7,3
yelms,0.25,10,5
score,0.67,7,5
neafe,1.5,8,4
tempt,0.25,9,4
tomme,0.67,9,4
spues,0.67,7,4
woxen,0.67,15,5
rooks,0.67,9,4
matts,0.25,7,4
cebid,0.67,10,5
clepe,0.67,9,4
leper,0.67,7,4
khafs,0.25,15,5
veldt,0.25,9,5
stoup,0.67,7,5
versa,0.67,8,5
cheat,0.67,10,5
sains,0.67,5,4
barre,0.67,7,4
ester,0.67,5,4
socko,0.67,11,4
amide,1.5,8,5
hiver,0.67,11,5
voulu,1.5,8,4
noddy,0.25,10,4
loach,0.67,10,5
nided,0.67,7,4
befit,0.67,10,5
yeans,0.67,8,5
loafs,0.67,8,5
kieve,1.5,12,4
udder,0.67,7,4
snyes,0.25,8,4
kerne,0.67,9,4
argan,0.67,6,4
taxon,0.67,12,5
cloze,0.67,16,5
tyned,0.25,9,5
schif,0.25,13,5
baler,0.67,7,5
kvell,0.25,12,4
crypt,0.0,12,5
karns,0.25,9,5
leccy,0.25,12,4
kente,0.67,9,4
fuddy,0.25,13,4
blase,0.67,7,5
alims,0.67,7,5
pokit,0.67,11,5
noema,1.5,7,5
fasci,0.67,10,5
fishy,0.25,14,5
dreys,0.25,9,5
newed,0.67,9,4
lupin,0.67,7,5
riper,0.67,7,4
hause,1.5,8,5
nikab,0.67,11,5
seder,0.67,6,4
reech,0.67,10,4
soken,0.67,9,5
batty,0.25,10,4
deice,1.5,8,4
mutch,0.25,12,5
stivy,0.25,11,5
boong,0.67,8,4
phons,0.25,10,5
viper,0.67,10,5
largo,0.67,6,5
noses,0.67,5,4
fents,0.25,8,5
redub,0.67,8,5
pownd,0.25,11,5
cezve,0.67,19,4
bavin,0.67,10,5
skosh,0.25,12,4
kyrie,0.67,12,5
mused,0.67,8,5
unrig,0.67,6,5
wames,0.67,10,5
etens,0.67,5,4
deils,0.67,6,5
grebe,0.67,8,4
prims,0.25,9,5
pansy,0.25,10,5
usure,1.5,5,4
caids,0.67,8,5
tusks,0.25,9,4
skort,0.25,9,5
mitis,0.67,7,4
rukhs,0.25,12,5
shiel,0.67,8,5
dhikr,0.25,13,5
fleme,0.67,10,4
meism,0.67,9,4
arith,0.67,8,5
shite,0.67,8,5
taube,1.5,7,5
kievs,0.67,12,5
smorg,0.25,8,5
hongs,0.25,9,5
gayly,0.25,12,4
sewel,0.67,8,4
purre,0.67,7,4
knots,0.25,9,5
vagus,0.67,9,5
boult,0.67,7,5
acais,1.5,7,4
annas,0.67,5,3
thilk,0.25,12,5
feast,0.67,8,5
guyot,0.67,9,5
axons,0.67,12,5
nemns,0.25,7,4
hizen,0.67,17,5
satin,0.67,5,5
scoop,0.67,9,4
sitch,0.25,10,5
tapas,0.67,7,4
abeng,0.67,8,5
rimed,0.67,8,5
reney,0.67,8,4
quote,1.5,14,5
unsex,0.67,12,5
petto,0.67,7,4
maban,0.67,9,4
arpas,0.67,7,4
plunk,0.25,11,5
geats,0.67,6,5
agmas,0.67,8,4
wilds,0.25,9,5
whits,0.25,11,5
kindy,0.25,13,5
prief,0.67,10,5
trawl,0.25,8,5
meows,0.67,10,5
strae,0.67,5,5
aiyoh,1.5,11,5
dobro,0.67,8,4
dines,0.67,6,5
deuce,1.5,8,4
laten,0.67,5,5
idlis,0.67,6,4
clary,0.25,10,5
thots,0.25,8,4
zooms,0.67,16,4
